Target V, Target C, Colimator V, Collimator C, Time 
22.11,0.00007,0.27999999999999997,0.00004,11:35:39 
81.49000000000001,0.00008,0.27999999999999997,0.00003,11:35:41 
139.7,0.00007,0.27999999999999997,0.00003,11:35:43 
198.4,0.00005,0.27999999999999997,0.00003,11:35:45 
256.68,0.00007,0.27999999999999997,0.00003,11:35:47 
299.88,0.00002,0.27999999999999997,0.00004,11:35:49 
299.87,0.00002,0.27999999999999997,0.00003,11:35:51 
299.88,0.00002,0.27999999999999997,0.00003,11:35:53 
299.87,0.00002,0.27999999999999997,0.00003,11:35:55 
299.88,0.00002,0.27999999999999997,0.00004,11:35:57 
