Target V, Target C, Colimator V, Collimator C, Time 
300.0,0.00002,0.27999999999999997,0.00003,11:36:57 
300.0,0.00002,0.27999999999999997,0.00003,11:36:59 
300.0,0.00002,0.27999999999999997,0.00004,11:37:01 
305.92,0.00005,0.27999999999999997,0.00005,11:37:02 
364.19,0.00008,42.49,0.00007,11:37:04 
400.03,0.00002,99.88,0.00004,11:37:06 
400.03,0.00002,99.9,0.00004,11:37:08 
400.03,0.00002,99.9,:VOLT 0,11:37:09 
