Target V, Target C, Colimator V, Collimator C, Time 
400.0,0.00001,99.99,0.00003,15:27:42 
400.0,0.00001,100.0,0.00003,15:27:43 
400.0,0.00001,100.0,0.00003,15:27:45 
400.0,0.00001,100.0,0.00003,15:27:46 
400.0,0.00001,100.0,0.00003,15:27:48 
400.0,0.00001,100.0,0.00003,15:27:49 
400.0,0.00001,100.0,0.00003,15:27:51 
400.0,0.00001,100.0,0.00003,15:27:53 
400.0,0.00001,100.0,0.00003,15:27:54 
400.0,0.00001,100.0,0.00003,15:27:56 
400.0,0.00001,100.0,0.00003,15:27:57 
400.0,0.00001,100.0,0.00003,15:27:59 
400.0,0.00001,100.0,0.00003,15:28:00 
400.0,0.00001,100.0,0.00003,15:28:02 
400.0,0.00001,100.0,0.00003,15:28:03 
400.0,0.00001,100.0,0.00003,15:28:05 
400.0,0.00001,100.0,0.00003,15:28:06 
400.0,0.00001,100.0,0.00003,15:28:08 
400.0,0.00001,100.0,0.00003,15:28:10 
400.0,0.00001,100.0,0.00003,15:28:11 
400.0,0.00001,100.0,0.00003,15:28:13 
400.0,0.00001,100.0,0.00003,15:28:14 
400.0,0.00001,100.0,0.00003,15:28:16 
400.0,0.00001,100.0,0.00003,15:28:17 
400.0,0.00001,100.0,0.00003,15:28:19 
400.0,0.00001,100.0,0.00003,15:28:20 
400.0,0.00001,100.0,0.00003,15:28:22 
400.0,0.00001,100.0,0.00003,15:28:24 
400.0,0.00001,100.0,0.00003,15:28:25 
400.0,0.00001,100.0,0.00003,15:28:27 
400.0,0.00001,100.0,0.00003,15:28:28 
400.0,0.00001,100.0,0.00003,15:28:30 
400.0,0.00001,100.0,0.00003,15:28:31 
400.0,0.00001,100.0,0.00003,15:28:33 
400.0,0.00001,100.0,0.00003,15:28:34 
400.0,0.00001,100.0,0.00003,15:28:36 
400.0,0.00001,100.0,0.00003,15:28:38 
400.0,0.00001,100.0,0.00003,15:28:39 
400.0,0.00001,100.0,0.00003,15:28:41 
400.0,0.00001,100.0,0.00003,15:28:42 
400.0,0.00001,100.0,0.00003,15:28:44 
400.0,0.00001,100.0,0.00003,15:28:45 
400.0,0.00001,100.0,0.00003,15:28:47 
400.0,0.00001,100.0,0.00003,15:28:48 
400.0,0.00001,100.0,0.00003,15:28:50 
400.0,0.00001,100.0,0.00003,15:28:52 
400.0,0.00001,100.0,0.00003,15:28:53 
400.0,0.00001,100.0,0.00003,15:28:55 
400.0,0.00001,100.0,0.00003,15:28:56 
400.0,0.00001,100.0,0.00003,15:28:58 
400.0,0.00001,100.0,0.00003,15:28:59 
400.0,0.00001,100.0,0.00003,15:29:01 
400.0,0.00001,100.0,0.00003,15:29:02 
400.0,0.00001,100.0,0.00003,15:29:04 
400.0,0.00001,100.0,0.00003,15:29:06 
400.0,0.00001,100.0,0.00003,15:29:07 
400.0,0.00001,100.0,0.00003,15:29:09 
400.0,0.00001,100.0,0.00003,15:29:10 
400.0,0.00001,100.0,0.00003,15:29:12 
400.0,0.00001,100.0,0.00003,15:29:13 
400.0,0.00001,100.0,0.00003,15:29:15 
400.0,0.00001,100.0,0.00003,15:29:16 
400.0,0.00001,100.0,0.00003,15:29:18 
400.0,0.00001,100.0,0.00003,15:29:19 
400.0,0.00001,100.0,0.00003,15:29:21 
400.0,0.00001,100.0,0.00003,15:29:23 
400.0,0.00001,100.0,0.00003,15:29:24 
400.0,0.00001,100.0,0.00003,15:29:26 
400.0,0.00001,100.0,0.00003,15:29:27 
400.0,0.00001,100.0,0.00003,15:29:29 
400.0,0.00001,100.0,0.00003,15:29:30 
400.0,0.00001,100.0,0.00003,15:29:32 
400.0,0.00001,100.0,0.00003,15:29:33 
400.0,0.00001,100.0,0.00003,15:29:35 
400.0,0.00001,100.0,0.00003,15:29:37 
400.0,0.00001,100.0,0.00003,15:29:38 
400.0,0.00001,100.0,0.00003,15:29:40 
400.0,0.00001,100.0,0.00003,15:29:41 
400.0,0.00001,100.0,0.00003,15:29:43 
400.0,0.00001,100.0,0.00003,15:29:44 
400.0,0.00001,100.0,0.00003,15:29:46 
400.0,0.00001,100.0,0.00003,15:29:47 
400.0,0.00001,100.0,0.00003,15:29:49 
400.0,0.00001,100.0,0.00003,15:29:51 
400.0,0.00001,100.0,0.00003,15:29:52 
400.0,0.00001,100.0,0.00003,15:29:54 
400.0,0.00001,100.0,0.00003,15:29:55 
400.0,0.00001,100.0,0.00003,15:29:57 
400.0,0.00001,100.0,0.00003,15:29:58 
400.0,0.00001,100.0,0.00003,15:30:00 
400.0,0.00001,100.0,0.00003,15:30:01 
400.0,0.00001,100.0,0.00003,15:30:03 
400.0,0.00001,100.0,0.00003,15:30:04 
400.0,0.00001,100.0,0.00003,15:30:06 
400.0,0.00001,100.0,0.00003,15:30:08 
400.0,0.00001,100.0,0.00003,15:30:09 
400.0,0.00001,100.0,0.00003,15:30:11 
400.0,0.00001,100.0,0.00003,15:30:12 
400.0,0.00001,100.0,0.00003,15:30:14 
400.0,0.00001,100.0,0.00003,15:30:15 
400.0,0.00001,100.0,0.00003,15:30:17 
400.0,0.00001,100.0,0.00003,15:30:18 
400.0,0.00001,100.0,0.00003,15:30:20 
400.0,0.00001,100.0,0.00003,15:30:21 
400.0,0.00001,100.0,0.00003,15:30:23 
400.0,0.00001,100.0,0.00003,15:30:25 
400.0,0.00001,100.0,0.00003,15:30:26 
400.0,0.00001,100.0,0.00003,15:30:28 
400.0,0.00001,100.0,0.00003,15:30:29 
400.0,0.00001,100.0,0.00003,15:30:31 
400.0,0.00001,100.0,0.00003,15:30:32 
400.0,0.00001,100.0,0.00003,15:30:34 
400.0,0.00001,100.0,0.00003,15:30:35 
400.0,0.00001,100.0,0.00003,15:30:37 
400.0,0.00001,100.0,0.00003,15:30:38 
400.0,0.00001,100.0,0.00003,15:30:40 
400.0,0.00001,100.0,0.00003,15:30:42 
400.0,0.00001,100.0,0.00003,15:30:43 
400.0,0.00001,100.0,0.00003,15:30:45 
400.0,0.00001,100.0,0.00003,15:30:46 
400.0,0.00001,100.0,0.00003,15:30:48 
400.0,0.00001,100.0,0.00003,15:30:49 
400.0,0.00001,100.0,0.00003,15:30:51 
400.0,0.00001,100.0,0.00003,15:30:52 
400.0,0.00001,100.0,0.00003,15:30:54 
400.0,0.00001,100.0,0.00003,15:30:56 
400.0,0.00001,100.0,0.00003,15:30:57 
400.0,0.00001,100.0,0.00003,15:30:59 
400.0,0.00001,100.0,0.00003,15:31:00 
400.0,0.00001,100.0,0.00003,15:31:02 
400.0,0.00001,100.0,0.00003,15:31:03 
435.37,0.00004,128.12,0.00006,15:31:05 
494.18,0.00002,185.20000000000002,0.00006,15:31:07 
499.97,0.00001,200.01,0.00003,15:31:09 
499.97,0.00000,199.99,0.00004,15:31:10 
499.99,0.00001,200.01,0.00003,15:31:12 
499.97999999999996,-0.0000,199.99,0.00003,15:31:14 
499.99,0.00001,199.99,0.00003,15:31:15 
499.97999999999996,0.00000,200.01,0.00003,15:31:17 
499.97999999999996,0.00000,199.99,0.00003,15:31:18 
499.97999999999996,0.00000,199.99,0.00003,15:31:20 
499.97999999999996,0.00000,199.99,0.00003,15:31:21 
499.97999999999996,0.00000,199.99,0.00003,15:31:23 
499.97999999999996,0.00000,199.99,0.00003,15:31:24 
499.99,0.00001,200.0,0.00003,15:31:26 
499.99,0.00001,200.0,0.00003,15:31:27 
500.0,0.00001,200.0,0.00003,15:31:29 
500.0,0.00001,200.0,0.00003,15:31:31 
